MATCH_ID,GAME_DURATION,GAME_DATE,WINNING_TEAM,AVERAGE_RANK,BLUE_KILLS,RED_KILLS,BLUE_TOWERS,RED_TOWERS,BLUE_DRAGONS,RED_DRAGONS,BLUE_VOID_GRUBS,RED_VOID_GRUBS,BLUE_HERALDS,RED_HERALDS,BLUE_BARONS,RED_BARONS,WINNING_GOLD_DIFF,UNLOGGED_DURATION
EUW1_7707045750,1889,2026-01-29 15:59:19.000,Blue,Diamond,26,21,5,4,2,2,0,3,1,0,1,0,3267,89
EUW1_7707048697,2074,2026-01-29 16:03:02.000,Red,Diamond,36,37,10,3,1,4,0,3,0,1,0,2,10407,0
EUW1_7707054228,1308,2026-01-29 16:09:41.000,Blue,Master,25,17,2,4,1,1,3,0,1,0,0,0,5659,108
EUW1_7707054417,1759,2026-01-29 16:10:28.000,Red,Master,27,39,9,4,3,1,3,0,1,0,0,1,10190,0
EUW1_7707056660,1977,2026-01-29 16:08:20.000,Blue,Platinum,28,22,4,5,2,1,0,3,1,0,2,0,2765,177
EUW1_7707056782,1860,2026-01-29 16:09:55.000,Red,Emerald,24,25,10,2,2,2,3,0,1,0,0,0,5531,60
EUW1_7707056916,1736,2026-01-29 16:10:30.000,Red,Diamond,15,28,5,2,0,3,0,3,0,1,0,1,9324,236
EUW1_7707057527,1988,2026-01-29 16:08:58.000,Blue,Master,42,28,4,4,5,0,3,0,1,0,0,1,2997,188
EUW1_7707057959,918,2026-01-29 16:11:45.000,Red,Diamond,1,19,2,0,0,2,3,0,0,0,0,0,12263,18
EUW1_7707057991,2053,2026-01-29 16:11:56.000,Red,Diamond,23,29,7,4,1,4,1,2,1,0,0,1,6368,0
EUW1_7707058764,2340,2026-01-29 16:11:02.000,Blue,Master,26,30,5,5,4,1,3,0,1,0,1,0,-5180,240
EUW1_7707061170,1887,2026-01-29 16:15:01.000,Red,Diamond,29,22,3,4,3,1,0,3,1,0,1,1,-835,87
EUW1_7707064159,940,2026-01-29 16:16:53.000,Blue,Master,15,9,0,0,1,0,1,2,0,0,0,0,807,40
EUW1_7707064202,1662,2026-01-29 16:16:37.000,Red,Diamond,15,16,4,2,2,2,2,1,1,0,0,1,6633,162
EUW1_7707066024,1433,2026-01-29 16:16:12.000,Red,Diamond,10,21,5,0,1,1,0,3,0,1,0,0,11829,233
EUW1_7707068194,2322,2026-01-29 16:20:30.000,Red,Master,33,23,5,5,3,3,0,3,1,0,2,0,-3232,222
EUW1_7707068264,2089,2026-01-29 16:21:13.000,Blue,Master,32,31,5,8,1,3,3,0,0,1,2,0,5025,0
EUW1_7707072041,1584,2026-01-29 16:22:49.000,Blue,Master,28,20,3,6,2,1,0,3,0,1,0,1,7213,84
EUW1_7707073566,1566,2026-01-29 16:20:05.000,Red,Grandmaster,18,35,5,3,0,3,2,1,0,1,0,1,6716,66
EUW1_7707078928,1370,2026-01-29 16:26:55.000,Red,Grandmaster,16,27,5,1,0,3,3,0,0,1,0,0,9691,170
EUW1_7707081709,2258,2026-01-29 16:27:07.000,Red,Master,43,34,4,6,2,3,3,0,0,1,1,0,1464,158
EUW1_7707081727,1395,2026-01-29 16:27:10.000,Red,Master,11,18,3,0,0,3,3,0,0,0,0,0,4438,195
EUW1_7707081861,2180,2026-01-29 16:28:19.000,Red,Master,26,44,4,7,3,2,3,0,0,0,0,2,363,80
EUW1_7707082307,1363,2026-01-29 16:31:34.000,Red,Master,13,24,3,3,1,2,2,1,0,1,0,0,5967,163
EUW1_7707082750,2653,2026-01-29 16:27:41.000,Blue,Master,58,52,5,7,3,3,3,0,1,0,1,3,5078,0
EUW1_7707082802,1585,2026-01-29 16:28:45.000,Red,Master,17,36,10,1,1,3,3,0,0,0,0,1,12136,85
EUW1_7707085181,1858,2026-01-29 16:31:48.000,Blue,Diamond,26,27,3,7,4,1,3,0,1,0,1,0,2453,58
EUW1_7707085978,1746,2026-01-29 16:30:58.000,Blue,Master,38,20,1,10,4,0,0,3,1,0,2,0,10894,0
EUW1_7707086345,1792,2026-01-29 16:33:39.000,Blue,Emerald,28,15,2,9,3,2,3,0,1,0,2,0,8874,0
EUW1_7707086724,1506,2026-01-29 16:31:45.000,Blue,Grandmaster,29,17,1,10,3,1,0,3,1,0,1,0,11314,6
EUW1_7707088822,1418,2026-01-29 16:33:23.000,Blue,Master,21,13,2,5,2,0,0,3,0,0,0,0,3769,218
EUW1_7707089796,1776,2026-01-29 16:33:14.000,Red,Diamond,19,39,9,3,0,4,3,0,0,0,0,1,14122,0
EUW1_7707091387,1832,2026-01-29 16:38:25.000,Blue,Master,30,26,3,8,1,3,3,0,1,0,1,1,8693,32
EUW1_7707091499,1490,2026-01-29 16:33:31.000,Red,Master,21,42,11,0,1,3,2,1,0,1,0,1,18296,0
EUW1_7707091618,2089,2026-01-29 16:33:31.000,Blue,Master,42,36,8,9,2,2,0,3,0,0,0,1,5913,0
EUW1_7707092077,1687,2026-01-29 16:37:03.000,Red,Master,11,27,6,1,1,3,3,0,0,1,0,1,14118,187
EUW1_7707092154,1342,2026-01-29 16:37:26.000,Red,Diamond,14,26,3,2,0,3,0,3,0,1,0,0,6623,142
EUW1_7707092370,1628,2026-01-29 16:39:13.000,Blue,Master,27,18,3,6,3,1,3,0,1,0,1,0,3115,128
EUW1_7707094080,1983,2026-01-29 16:37:38.000,Blue,Diamond,28,18,6,5,1,3,3,0,1,0,0,1,1784,183
EUW1_7707094612,1368,2026-01-29 16:34:50.000,Red,Diamond,5,27,8,0,0,3,0,3,0,1,0,0,15116,168
EUW1_7707095989,1813,2026-01-29 16:38:21.000,Blue,Emerald,40,21,6,11,2,2,3,0,0,0,2,0,8462,13
EUW1_7707096317,1099,2026-01-29 16:40:18.000,Red,Master,6,11,1,0,0,2,3,0,0,0,0,0,3030,199
EUW1_7707097406,1765,2026-01-29 16:42:56.000,Blue,Master,40,24,3,11,4,0,3,0,1,0,1,0,7807,0
EUW1_7707098924,1649,2026-01-29 16:41:02.000,Blue,Master,30,16,3,7,4,0,3,0,1,0,1,0,7887,149
EUW1_7707099328,1771,2026-01-29 16:43:54.000,Blue,Master,42,22,2,11,4,1,1,2,0,1,2,0,10610,0
EUW1_7707099424,1221,2026-01-29 16:44:36.000,Red,Master,11,24,5,0,0,3,0,3,0,1,0,0,8570,21
EUW1_7707100133,1835,2026-01-29 16:43:51.000,Red,Master,42,37,7,9,3,1,0,3,1,0,1,1,-3105,35
EUW1_7707103427,1330,2026-01-29 16:47:21.000,Blue,Master,16,11,2,5,1,1,3,0,1,0,0,0,8009,130
EUW1_7707103640,1716,2026-01-29 16:41:44.000,Blue,Master,36,18,3,5,3,0,2,1,1,0,1,0,8593,216
EUW1_7707104926,1851,2026-01-29 16:43:59.000,Red,Diamond,36,34,5,8,3,2,3,0,1,0,1,0,-2619,51
EUW1_7707108785,1699,2026-01-29 16:46:56.000,Red,Grandmaster,12,35,7,0,0,4,0,3,0,1,0,1,15900,199
EUW1_7707109633,1830,2026-01-29 16:46:18.000,Red,Master,28,53,9,3,1,3,3,0,0,1,0,2,11310,30
EUW1_7707115337,1842,2026-01-29 16:53:49.000,Red,Diamond,19,34,7,2,0,5,2,1,1,0,0,1,11708,42
EUW1_7707115768,1329,2026-01-29 16:50:26.000,Red,Diamond,10,23,7,0,0,3,0,3,0,1,0,0,11445,129
EUW1_7707119091,1988,2026-01-29 16:55:29.000,Blue,Master,39,23,2,9,2,2,3,0,1,0,1,0,9395,188
EUW1_7707119466,1579,2026-01-29 16:52:10.000,Red,Diamond,17,29,6,3,1,3,2,1,0,1,0,1,7736,79
EUW1_7707121316,2940,2026-01-29 16:58:51.000,Blue,Challenger,52,44,7,9,2,4,0,3,1,0,0,3,199,240
EUW1_7707128002,1268,2026-01-29 17:01:04.000,Red,Master,15,15,2,2,2,1,0,3,0,1,0,0,3747,68
EUW1_7707129169,941,2026-01-29 17:02:47.000,Blue,Diamond,23,7,0,2,2,0,3,0,0,0,0,0,4737,41
EUW1_7707129643,2012,2026-01-29 17:00:34.000,Blue,Master,38,26,2,7,2,3,0,3,0,1,2,0,11986,212
EUW1_7707129996,1769,2026-01-29 17:02:53.000,Red,Emerald,32,46,11,3,1,2,0,3,1,0,0,1,12246,0
EUW1_7707131041,1421,2026-01-29 17:03:03.000,Blue,Master,16,18,1,2,1,1,3,0,0,1,0,0,-485,221
EUW1_7707131784,1982,2026-01-29 17:02:46.000,Red,Master,58,40,4,5,3,1,0,3,1,0,0,1,-3144,182
EUW1_7707133959,1211,2026-01-29 17:05:06.000,Red,Master,16,21,3,3,0,3,0,3,0,1,0,0,3643,11
EUW1_7707134273,958,2026-01-29 17:06:48.000,Red,Master,8,18,1,0,0,2,0,3,0,0,0,0,3393,58
EUW1_7707134819,1267,2026-01-29 17:04:12.000,Red,Master,17,24,7,2,0,3,0,3,0,1,0,0,5118,67
EUW1_7707135900,2602,2026-01-29 17:05:29.000,Red,Master,25,28,8,4,1,4,3,0,1,0,1,1,4402,202
EUW1_7707136916,1435,2026-01-29 17:07:12.000,Red,Master,22,31,4,2,0,2,0,3,1,0,0,0,6711,235
EUW1_7707138010,1316,2026-01-29 17:07:30.000,Red,Master,19,34,4,1,1,2,0,3,0,1,0,0,6554,116
EUW1_7707138784,1627,2026-01-29 17:06:36.000,Blue,Master,25,18,5,7,4,0,0,3,0,1,1,0,9120,127
EUW1_7707141183,1846,2026-01-29 17:11:25.000,Red,Emerald,22,36,6,5,0,4,3,0,1,0,0,2,7776,46
EUW1_7707141426,2065,2026-01-29 17:12:40.000,Blue,Master,35,27,6,6,4,1,0,3,0,1,1,1,-806,0
EUW1_7707141497,1736,2026-01-29 17:06:50.000,Red,Master,20,31,4,3,1,3,1,2,1,0,0,1,9814,236
EUW1_7707143401,2168,2026-01-29 17:12:50.000,Red,Master,28,40,7,9,0,5,3,0,1,0,1,2,5735,68
EUW1_7707143548,2129,2026-01-29 17:09:00.000,Red,Diamond,32,34,10,3,2,3,3,0,1,0,0,2,7088,29
EUW1_7707143965,1919,2026-01-29 17:11:08.000,Red,Diamond,30,44,5,5,2,2,3,0,0,1,1,0,3322,119
EUW1_7707144760,1945,2026-01-29 17:10:07.000,Red,Grandmaster,27,40,7,2,1,3,0,3,1,0,0,2,9072,145
EUW1_7707145106,1823,2026-01-29 17:11:30.000,Red,Diamond,37,48,7,4,3,1,3,0,1,0,1,1,12850,23
EUW1_7707152606,2012,2026-01-29 17:15:11.000,Red,Master,17,36,6,5,0,4,3,0,1,0,2,0,3142,212
EUW1_7707156418,1957,2026-01-29 17:21:11.000,Red,Master,29,33,6,3,3,2,2,1,1,0,1,0,1195,157
EUW1_7707156631,1317,2026-01-29 17:17:32.000,Blue,Master,27,16,0,7,3,0,3,0,1,0,0,0,8993,117
EUW1_7707157525,917,2026-01-29 17:16:11.000,Blue,Diamond,20,6,0,3,1,0,3,0,0,0,0,0,11093,17
EUW1_7707159679,2183,2026-01-29 17:18:38.000,Red,Diamond,55,47,8,5,2,3,3,0,1,0,1,1,-1508,83
EUW1_7707160383,828,2026-01-29 17:23:28.000,Blue,Master,9,4,0,0,0,0,3,0,0,0,0,0,924,228
EUW1_7707161013,1568,2026-01-29 17:22:46.000,Red,Master,25,39,5,3,0,4,0,3,1,0,0,1,8948,68
EUW1_7707162012,1562,2026-01-29 17:22:45.000,Blue,Master,22,6,2,7,2,2,0,3,1,0,1,0,10715,62
EUW1_7707162444,2292,2026-01-29 17:25:35.000,Blue,Diamond,39,30,3,6,4,1,3,0,0,0,0,1,2235,192
EUW1_7707164787,1442,2026-01-29 17:22:59.000,Red,Emerald,12,36,10,2,0,3,0,3,0,1,0,1,13076,0
EUW1_7707166502,1370,2026-01-29 17:22:51.000,Blue,Master,32,9,1,6,1,0,3,0,1,0,0,0,14457,170
EUW1_7707169959,920,2026-01-29 17:27:02.000,Red,Master,9,18,3,0,0,1,1,2,0,0,0,0,8899,20
EUW1_7707170719,2393,2026-01-29 17:26:20.000,Blue,Master,46,34,7,11,4,1,3,0,0,1,1,2,-5526,0
EUW1_7707171548,2153,2026-01-29 17:25:59.000,Red,Master,44,32,7,4,2,3,3,0,1,0,1,1,6663,53
EUW1_7707173014,1652,2026-01-29 17:29:37.000,Red,Challenger,20,23,5,3,0,4,0,3,1,0,0,1,4181,152
EUW1_7707174079,1127,2026-01-29 17:29:58.000,Red,Grandmaster,9,16,0,0,0,2,2,1,0,0,0,0,4535,227
EUW1_7707174126,1610,2026-01-29 17:30:57.000,Red,Master,7,26,6,4,0,4,3,0,0,1,0,0,5856,110
EUW1_7707177061,1810,2026-01-29 17:32:23.000,Red,Master,31,32,8,3,1,2,0,3,1,0,0,1,6558,10
EUW1_7707177481,1977,2026-01-29 17:29:15.000,Blue,Master,34,38,2,8,3,1,3,0,1,0,0,0,1148,177
EUW1_7707180315,2393,2026-01-29 17:35:15.000,Blue,Diamond,30,14,8,10,1,4,3,0,1,0,1,1,6493,0
EUW1_7707180417,1807,2026-01-29 17:36:33.000,Blue,Master,43,33,3,10,4,1,3,0,1,0,1,0,4069,7
EUW1_7707183619,1410,2026-01-29 17:33:50.000,Red,Diamond,20,26,5,1,0,3,0,3,0,1,0,0,6688,210
EUW1_7707185497,2085,2026-01-29 17:33:42.000,Blue,Diamond,44,38,11,8,3,2,3,0,0,1,0,1,7078,0
EUW1_7707186061,1464,2026-01-29 17:36:45.000,Blue,Diamond,38,29,4,8,1,2,3,0,1,0,1,0,7329,0
EUW1_7707187267,1664,2026-01-29 17:40:22.000,Blue,Master,32,14,2,8,3,0,3,0,1,0,0,0,5788,164
EUW1_7707189211,1499,2026-01-29 17:40:38.000,Red,Master,9,21,8,2,1,3,3,0,0,1,0,1,7632,0
EUW1_7707189588,1639,2026-01-29 17:37:14.000,Blue,Diamond,44,22,2,6,3,0,2,1,0,1,1,0,13761,139
EUW1_7707191992,1631,2026-01-29 17:41:30.000,Red,Diamond,15,28,5,4,1,3,0,3,1,0,0,1,5225,131
EUW1_7707195417,915,2026-01-29 17:45:34.000,Red,Emerald,4,15,3,0,0,2,2,1,0,0,0,0,7635,15
EUW1_7707198177,2082,2026-01-29 17:45:54.000,Red,Master,24,30,10,1,2,3,3,0,1,0,0,2,6576,0
EUW1_7707198336,1197,2026-01-29 17:46:44.000,Blue,Diamond,18,7,1,5,1,1,3,0,1,0,0,0,8077,0
EUW1_7707203842,1765,2026-01-29 17:46:48.000,Red,Diamond,21,29,10,2,0,4,0,3,0,1,0,2,12082,0
EUW1_7707210315,1004,2026-01-29 17:53:51.000,Red,Grandmaster,3,17,2,1,0,1,0,3,0,0,0,0,8514,104
EUW1_7707212734,2096,2026-01-29 17:51:37.000,Red,Emerald,28,34,10,6,3,3,3,0,1,0,1,1,2133,0
EUW1_7707214160,1785,2026-01-29 17:54:42.000,Red,Master,21,30,8,5,0,5,0,3,1,0,1,0,7311,0
EUW1_7707215332,1589,2026-01-29 17:56:42.000,Red,Emerald,16,24,5,3,0,3,0,3,0,1,0,1,7909,89
EUW1_7707217745,1775,2026-01-29 17:55:33.000,Red,Challenger,24,44,11,5,2,2,3,0,1,0,0,1,12649,0
EUW1_7707217917,1741,2026-01-29 17:56:12.000,Red,Master,25,35,10,2,2,2,0,3,1,0,0,1,6775,0
EUW1_7707218018,1648,2026-01-29 17:56:36.000,Blue,Master,22,23,3,3,3,0,0,3,0,1,0,0,823,148
EUW1_7707218184,1810,2026-01-29 17:57:44.000,Red,Master,25,33,11,3,2,3,3,0,0,0,0,2,6980,10
EUW1_7707218396,2277,2026-01-29 17:59:34.000,Red,Master,39,49,7,5,2,3,3,0,0,0,1,1,-1594,177
EUW1_7707218887,1620,2026-01-29 17:57:30.000,Blue,Master,23,14,3,3,4,0,3,0,1,0,0,0,4683,120
EUW1_7707226152,1463,2026-01-29 18:01:25.000,Red,Master,21,31,11,2,0,3,0,3,0,1,0,1,8486,0
EUW1_7707231510,1382,2026-01-29 18:02:38.000,Blue,Diamond,24,14,0,4,2,0,3,0,1,0,0,0,5502,182
EUW1_7707233547,2483,2026-01-29 18:02:58.000,Red,Master,41,49,9,5,3,3,0,3,1,0,2,0,2882,83
EUW1_7707234372,1137,2026-01-29 18:08:00.000,Red,Diamond,10,10,2,1,0,2,3,0,0,0,0,0,3748,237
EUW1_7707237166,1414,2026-01-29 18:09:17.000,Blue,Master,23,24,0,6,1,1,3,0,1,0,0,0,6189,214
EUW1_7707241634,911,2026-01-29 18:09:05.000,Blue,Master,8,4,0,1,1,1,2,1,0,0,0,0,3603,11
EUW1_7707242065,1792,2026-01-29 18:11:43.000,Red,Diamond,25,39,11,0,1,3,0,3,0,1,0,1,12101,0
EUW1_7707251663,1814,2026-01-29 18:15:24.000,Red,Master,42,38,7,4,2,2,3,0,0,1,0,1,-462,14
EUW1_7707252853,1600,2026-01-29 18:16:05.000,Blue,Master,26,12,5,3,2,1,0,3,0,0,1,0,6018,100
EUW1_7707255511,2420,2026-01-29 18:16:10.000,Blue,Master,39,32,8,9,3,2,3,0,1,0,1,1,-152,20
EUW1_7707261263,1525,2026-01-29 18:23:55.000,Red,Diamond,20,35,9,2,0,3,3,0,0,1,0,1,13388,25
EUW1_7707262302,913,2026-01-29 18:24:24.000,Blue,Challenger,7,2,0,2,2,0,3,0,0,0,0,0,6816,13
EUW1_7707264229,912,2026-01-29 18:24:20.000,Blue,Master,23,6,0,3,2,0,3,0,0,0,0,0,10987,12
EUW1_7707267331,1686,2026-01-29 18:27:44.000,Blue,Master,32,27,0,7,2,1,0,3,0,0,1,0,6217,186
EUW1_7707267959,1619,2026-01-29 18:25:11.000,Red,Emerald,19,33,7,1,0,3,3,0,1,0,0,1,10263,119
EUW1_7707269030,1822,2026-01-29 18:27:01.000,Red,Master,16,34,9,3,0,4,3,0,0,1,0,2,12822,22
EUW1_7707270973,1810,2026-01-29 18:28:17.000,Red,Master,25,33,12,1,0,4,3,0,0,1,0,2,16408,10
EUW1_7707278530,2067,2026-01-29 18:30:23.000,Blue,Master,53,38,7,12,3,2,0,3,1,0,1,1,3953,0
EUW1_7707281593,1767,2026-01-29 18:32:08.000,Red,Diamond,26,43,10,4,2,3,2,1,1,0,0,2,12171,0
EUW1_7707282553,1637,2026-01-29 18:32:17.000,Blue,Challenger,31,25,4,3,0,3,3,0,1,0,1,0,5710,137
EUW1_7707284535,2322,2026-01-29 18:32:57.000,Blue,Master,16,18,4,6,3,2,2,1,1,0,1,1,-2063,222
EUW1_7707287958,1748,2026-01-29 18:37:00.000,Blue,Diamond,32,23,3,7,4,0,0,3,0,0,1,0,7061,0
EUW1_7707290096,2137,2026-01-29 18:39:15.000,Red,Master,27,40,9,7,0,5,0,3,1,0,2,1,8727,37
EUW1_7707291518,1313,2026-01-29 18:37:11.000,Blue,Diamond,25,8,0,7,3,0,3,0,1,0,0,0,12609,113
EUW1_7707291936,1801,2026-01-29 18:39:46.000,Blue,Emerald,47,36,3,10,0,4,2,1,1,0,1,0,8339,1
EUW1_7707294140,1277,2026-01-29 18:41:09.000,Red,Diamond,5,24,5,1,0,3,0,3,0,1,0,0,12404,77
EUW1_7707296442,1466,2026-01-29 18:44:43.000,Blue,Master,22,6,1,11,4,0,3,0,1,0,1,0,15081,0
EUW1_7707300635,1452,2026-01-29 18:43:05.000,Red,Emerald,16,27,8,1,0,4,3,0,0,0,0,1,8557,0
EUW1_7707300837,1546,2026-01-29 18:43:38.000,Red,Master,21,34,7,4,3,1,0,3,1,0,0,1,13101,46
EUW1_7707303254,962,2026-01-29 18:46:58.000,Red,Emerald,3,20,2,0,0,1,3,0,0,0,0,0,10779,62
EUW1_7707303770,1320,2026-01-29 18:44:18.000,Blue,Master,18,6,0,6,2,1,3,0,1,0,0,0,10994,120
EUW1_7707306422,1904,2026-01-29 18:49:17.000,Red,Challenger,23,30,8,0,1,3,3,0,0,1,0,1,11310,104
EUW1_7707306890,1987,2026-01-29 18:48:32.000,Blue,Diamond,32,42,3,6,2,3,3,0,1,0,0,1,2567,187
EUW1_7707311966,1658,2026-01-29 18:50:56.000,Blue,Master,36,20,2,8,3,0,2,1,1,0,0,0,10832,158
EUW1_7707315496,2168,2026-01-29 18:49:26.000,Red,Diamond,33,40,7,6,2,2,3,0,1,0,0,3,6475,68
EUW1_7707319637,2072,2026-01-29 18:53:42.000,Blue,Diamond,35,44,8,10,2,3,3,0,1,0,1,1,-258,0
EUW1_7707325109,1831,2026-01-29 18:58:36.000,Red,Master,32,40,6,4,2,2,3,0,0,0,0,1,8747,31
EUW1_7707327502,1799,2026-01-29 18:57:05.000,Blue,Master,49,41,7,8,0,4,1,2,1,0,2,0,4908,0
EUW1_7707329234,1573,2026-01-29 19:02:21.000,Blue,Emerald,39,21,3,7,4,0,3,0,1,0,1,0,12474,73
EUW1_7707330552,1612,2026-01-29 18:59:41.000,Red,Master,31,40,3,3,0,4,3,0,1,0,0,1,2879,112
EUW1_7707330644,1790,2026-01-29 18:59:44.000,Red,Master,21,32,7,1,1,3,0,3,1,0,0,1,6161,0
EUW1_7707340671,1567,2026-01-29 19:05:20.000,Red,Master,21,25,4,1,2,1,3,0,0,0,0,1,7356,67
EUW1_7707340700,1382,2026-01-29 19:05:36.000,Red,Master,13,22,4,1,0,2,0,3,0,1,0,0,5333,182
EUW1_7707341916,1794,2026-01-29 19:06:39.000,Blue,Master,38,26,2,9,4,0,3,0,1,0,1,1,6236,0
EUW1_7707343554,1540,2026-01-29 19:05:54.000,Red,Diamond,27,31,5,2,1,2,3,0,1,0,0,0,4637,40
EUW1_7707343792,939,2026-01-29 19:07:09.000,Blue,Master,16,4,0,0,1,0,0,3,0,0,0,0,4755,39
EUW1_7707345688,1788,2026-01-29 19:07:38.000,Red,Master,31,32,8,5,2,2,3,0,0,1,1,1,7753,0
EUW1_7707347596,1686,2026-01-29 19:08:11.000,Blue,Master,22,20,0,8,3,0,3,0,1,0,1,0,10761,186
EUW1_7707348454,1950,2026-01-29 19:13:20.000,Red,Master,37,33,8,4,1,3,0,3,1,0,1,1,2145,150
EUW1_7707348539,1875,2026-01-29 19:09:23.000,Blue,Gold,26,21,3,9,4,0,3,0,0,1,1,0,6382,75
EUW1_7707349404,2258,2026-01-29 19:14:03.000,Red,Emerald,27,43,10,2,2,3,3,0,1,0,0,2,9288,158
EUW1_7707350823,2173,2026-01-29 19:11:14.000,Blue,Master,30,28,3,5,3,3,3,0,0,0,0,0,5576,73
EUW1_7707351568,1713,2026-01-29 19:10:40.000,Red,Master,17,33,4,3,1,2,0,3,0,1,1,0,1268,213
EUW1_7707356351,1634,2026-01-29 19:16:17.000,Red,Master,20,27,7,3,0,3,0,3,0,1,0,1,8288,134
EUW1_7707356697,929,2026-01-29 19:13:46.000,Red,Master,13,32,4,0,0,2,1,2,0,0,0,0,11878,29
EUW1_7707357218,2125,2026-01-29 19:16:48.000,Blue,Diamond,49,54,7,6,3,2,0,3,0,0,1,1,4682,25
EUW1_7707358409,1478,2026-01-29 19:17:29.000,Red,Emerald,11,31,10,1,0,4,0,3,0,1,0,1,14721,0
EUW1_7707359818,1622,2026-01-29 19:15:29.000,Blue,Master,30,20,4,7,4,0,0,3,0,1,0,1,3935,122
EUW1_7707360361,1885,2026-01-29 19:18:21.000,Blue,Challenger,27,21,4,5,2,2,2,1,1,0,2,0,6306,85
EUW1_7707362892,1676,2026-01-29 19:16:35.000,Red,Master,15,24,5,3,1,3,3,0,0,0,0,1,4810,176
EUW1_7707366785,1130,2026-01-29 19:19:16.000,Blue,Master,13,7,0,1,1,1,3,0,0,0,0,0,3940,230
EUW1_7707371541,2067,2026-01-29 19:20:37.000,Red,Master,41,39,10,6,2,3,0,3,0,1,0,2,5596,0
EUW1_7707375147,1549,2026-01-29 19:24:32.000,Blue,Master,28,16,1,5,4,0,1,2,1,0,1,0,10252,49
EUW1_7707375783,2074,2026-01-29 19:23:25.000,Red,Master,24,30,10,7,2,3,1,2,0,1,2,0,5886,0
EUW1_7707377595,2078,2026-01-29 19:23:49.000,Blue,Master,30,24,4,7,4,1,2,1,1,0,0,2,6736,0
EUW1_7707377805,2214,2026-01-29 19:24:38.000,Blue,Challenger,44,30,4,5,3,2,0,3,1,0,1,0,474,114
EUW1_7707381260,1873,2026-01-29 19:28:42.000,Red,Master,25,34,7,3,0,4,3,0,0,1,0,1,8918,73
EUW1_7707387646,1732,2026-01-29 19:29:12.000,Red,Master,16,24,3,1,1,3,0,3,0,1,0,0,4552,232
EUW1_7707394363,1723,2026-01-29 19:35:18.000,Blue,Grandmaster,40,27,3,6,2,2,0,3,0,1,1,0,12624,223
EUW1_7707397742,1842,2026-01-29 19:34:42.000,Red,Master,17,34,7,3,1,3,0,3,0,1,1,0,7461,42
EUW1_7707400519,1934,2026-01-29 19:35:09.000,Red,Master,29,29,6,6,0,5,1,2,1,0,0,1,3378,134
EUW1_7707401286,1816,2026-01-29 19:38:52.000,Red,Master,26,34,9,6,0,3,3,0,1,0,0,2,5199,16
EUW1_7707402001,2470,2026-01-29 19:37:52.000,Red,Diamond,40,48,8,5,3,3,3,0,0,1,1,2,7406,70
EUW1_7707402364,1615,2026-01-29 19:39:55.000,Blue,Master,30,23,3,4,3,1,2,1,1,0,1,0,6063,115
EUW1_7707402555,1783,2026-01-29 19:34:45.000,Red,Master,19,29,9,3,2,3,3,0,1,0,0,1,10487,0
EUW1_7707405433,1738,2026-01-29 19:41:16.000,Blue,Emerald,33,19,1,7,1,3,3,0,1,0,1,0,9111,238
EUW1_7707407029,1427,2026-01-29 19:41:14.000,Red,Challenger,14,24,3,0,0,3,2,1,0,1,0,0,5805,227
EUW1_7707407111,2125,2026-01-29 19:40:43.000,Blue,Master,48,47,8,6,2,3,1,2,0,1,1,1,2107,25
EUW1_7707409468,2125,2026-01-29 19:39:19.000,Blue,Master,25,23,4,8,3,3,3,0,1,0,1,1,1875,25
EUW1_7707413744,1616,2026-01-29 19:41:33.000,Blue,Diamond,35,25,3,6,3,1,3,0,1,0,0,0,10299,116
EUW1_7707416229,1587,2026-01-29 19:44:51.000,Red,Master,18,23,9,0,1,3,3,0,0,0,0,1,11018,87
EUW1_7707417005,971,2026-01-29 19:45:35.000,Red,Challenger,10,11,1,0,0,1,0,3,0,0,0,0,3137,71
EUW1_7707417422,913,2026-01-29 19:47:13.000,Red,Master,2,20,3,0,0,1,1,2,0,0,0,0,10523,13
EUW1_7707419549,1259,2026-01-29 19:44:36.000,Blue,Master,24,13,1,5,2,0,3,0,0,0,0,0,7965,59
EUW1_7707421028,1767,2026-01-29 19:47:20.000,Blue,Master,36,26,1,11,3,1,3,0,1,0,1,0,7970,0
EUW1_7707421097,1292,2026-01-29 19:47:24.000,Blue,Master,20,9,1,7,3,0,3,0,1,0,0,0,9003,92
EUW1_7707423508,923,2026-01-29 19:45:30.000,Blue,Master,24,7,0,3,1,1,3,0,0,0,0,0,8978,23
EUW1_7707425992,1639,2026-01-29 19:48:43.000,Blue,Grandmaster,28,19,3,5,3,1,3,0,1,0,1,0,4124,139
EUW1_7707427753,1873,2026-01-29 19:48:30.000,Blue,Master,35,11,1,8,3,1,3,0,0,1,1,0,13811,73
EUW1_7707428420,1958,2026-01-29 19:51:47.000,Red,Diamond,29,24,4,7,2,2,0,3,0,0,1,1,-1313,158
EUW1_7707429220,1115,2026-01-29 19:52:04.000,Blue,Master,12,6,0,2,2,0,2,1,0,0,0,0,5308,215
EUW1_7707432286,2676,2026-01-29 19:53:07.000,Blue,Diamond,48,42,8,12,4,3,0,3,1,0,1,1,5900,0
EUW1_7707434276,1433,2026-01-29 19:54:07.000,Red,Master,25,27,5,2,0,1,1,0,0,1,0,0,6603,233
EUW1_7707437373,1659,2026-01-29 19:56:32.000,Red,Master,28,30,7,2,2,2,0,3,0,1,0,1,990,159
