MATCH_ID,GAME_DURATION,GAME_DATE,GAME_VERSION,WINNING_TEAM,AVERAGE_RANK,BLUE_KILLS,RED_KILLS,BLUE_TOWERS,RED_TOWERS,BLUE_INHIBITORS,RED_INHIBITORS,BLUE_DRAGONS,RED_DRAGONS,BLUE_VOID_GRUBS,RED_VOID_GRUBS,BLUE_HERALDS,RED_HERALDS,BLUE_BARONS,RED_BARONS,WINNING_GOLD_DIFF,UNLOGGED_DURATION
EUW1_7707979267,2016,2026-01-30 02:35:59.000,16.2.741.3171,RED,Master,30,29,6,5,0,0,2,3,3,0,0,1,0,1,4847,216
EUW1_7707979365,1811,2026-01-30 02:39:35.000,16.2.741.3171,BLUE,Master,26,19,5,10,0,1,2,2,0,3,1,0,2,0,5428,11
EUW1_7707979493,1970,2026-01-30 02:15:26.000,16.2.741.3171,RED,Emerald,19,34,7,5,2,0,0,4,1,2,1,0,0,1,8659,170
EUW1_7707980080,1231,2026-01-30 02:33:24.000,16.2.741.3171,BLUE,Master,28,24,1,6,0,1,1,2,3,0,1,0,0,0,7399,31
EUW1_7707980226,2206,2026-01-30 02:37:21.000,16.2.741.3171,BLUE,Grandmaster,33,31,5,6,0,0,1,4,3,0,0,0,2,0,2787,106
EUW1_7707980787,2081,2026-01-30 02:23:29.000,16.2.741.3171,BLUE,Diamond,31,32,3,11,0,3,3,2,3,0,1,0,1,1,4076,0
EUW1_7707980840,1565,2026-01-30 02:25:45.000,16.2.741.3171,BLUE,Diamond,26,9,1,6,0,0,1,2,3,0,1,0,0,0,8666,65
EUW1_7707981120,924,2026-01-30 02:34:40.000,16.2.741.3171,RED,Emerald,7,23,3,0,0,0,1,1,2,1,0,0,0,0,9989,24
EUW1_7707981325,1956,2026-01-30 02:40:54.000,16.2.741.3171,RED,Diamond,31,40,4,5,0,0,2,2,0,3,1,0,0,1,2226,156
EUW1_7707981456,1340,2026-01-30 02:18:36.000,16.2.741.3171,BLUE,Master,27,17,1,5,0,0,1,1,3,0,0,0,0,0,7393,140
EUW1_7707981565,1218,2026-01-30 02:21:15.000,16.2.741.3171,BLUE,Grandmaster,16,7,1,5,0,0,2,1,3,0,1,0,0,0,8973,18
EUW1_7707982142,1837,2026-01-30 02:38:04.000,16.2.741.3171,RED,Master,23,35,5,8,1,0,2,3,0,3,1,0,0,1,6,37
EUW1_7707982176,1504,2026-01-30 02:39:03.000,16.2.741.3171,RED,Master,21,39,11,0,2,0,1,1,0,3,0,1,0,1,11287,4
EUW1_7707982293,2107,2026-01-30 02:42:00.000,16.2.741.3171,RED,Master,60,57,9,6,3,0,3,2,0,3,1,0,0,1,3501,7
EUW1_7707982431,2189,2026-01-30 02:46:51.000,16.2.741.3171,BLUE,Master,27,19,4,5,0,0,4,2,3,0,0,1,1,0,5446,89
EUW1_7707982636,1664,2026-01-30 02:26:59.000,16.2.741.3171,BLUE,Master,32,17,2,5,0,0,2,2,3,0,1,0,1,0,4770,164
EUW1_7707982755,1793,2026-01-30 02:30:48.000,16.2.741.3171,BLUE,Master,45,23,2,9,0,1,4,1,0,3,0,0,1,0,15254,0
EUW1_7707982878,1826,2026-01-30 02:34:49.000,16.2.741.3171,BLUE,Master,28,35,5,7,0,0,2,2,3,0,0,1,0,1,5718,26
EUW1_7707983170,1979,2026-01-30 02:43:45.000,16.2.741.3171,BLUE,Master,17,22,3,8,0,2,1,3,3,0,0,1,1,0,6136,179
EUW1_7707983296,2504,2026-01-30 02:47:30.000,16.2.741.3171,RED,Master,43,31,6,7,1,0,3,3,0,3,1,0,1,2,-7787,104
EUW1_7707983700,1188,2026-01-30 02:32:29.000,16.2.741.3171,RED,Master,11,22,4,1,0,0,0,2,3,0,0,1,0,0,7269,0
EUW1_7707983999,1734,2026-01-30 02:41:26.000,16.2.741.3171,BLUE,Grandmaster,38,20,2,5,0,0,3,0,3,0,1,0,1,0,6149,234
EUW1_7707984014,2005,2026-01-30 02:42:22.000,16.2.741.3171,BLUE,Emerald,31,43,7,5,0,0,2,3,1,2,0,1,0,1,-4610,205
EUW1_7707984097,1345,2026-01-30 02:44:35.000,16.2.741.3171,BLUE,Master,14,8,2,3,0,0,2,1,3,0,1,0,0,0,3810,145
EUW1_7707984783,2038,2026-01-30 02:41:09.000,16.2.741.3171,RED,Diamond,36,39,4,5,0,0,1,2,0,3,0,1,1,0,-400,238
EUW1_7707985043,1824,2026-01-30 02:49:09.000,16.2.741.3171,RED,Emerald,15,47,8,2,1,0,0,4,3,0,0,0,0,1,11610,24
EUW1_7707985474,1845,2026-01-30 02:34:18.000,16.2.741.3171,BLUE,Master,37,42,6,4,0,0,0,4,0,3,0,1,2,0,4243,45
EUW1_7707985575,1936,2026-01-30 02:37:38.000,16.2.741.3171,BLUE,Master,35,30,3,5,0,1,1,3,1,2,0,0,1,0,5213,136
EUW1_7707985902,1316,2026-01-30 02:47:48.000,16.2.741.3171,BLUE,Master,21,15,1,4,0,0,3,0,3,0,1,0,0,0,3131,116
EUW1_7707986769,1628,2026-01-30 02:48:02.000,16.2.741.3171,RED,Master,12,25,6,1,0,0,0,4,3,0,0,1,0,1,14790,128
EUW1_7707986819,1621,2026-01-30 02:50:05.000,16.2.741.3171,RED,Diamond,33,30,5,4,0,0,1,2,0,3,1,0,0,1,2201,121
EUW1_7707987084,2050,2026-01-30 02:58:21.000,16.2.741.3171,RED,Master,32,46,12,2,3,0,1,4,1,2,0,1,0,2,12766,0
EUW1_7707987150,1585,2026-01-30 03:00:39.000,16.2.741.3171,RED,Diamond,16,29,7,1,1,0,0,4,1,2,0,1,0,0,10599,85
EUW1_7707987236,1505,2026-01-30 03:03:35.000,16.2.741.3171,BLUE,Diamond,38,20,2,11,0,3,4,0,3,0,1,0,1,0,11515,5
EUW1_7707987443,2684,2026-01-30 03:09:55.000,16.2.741.3171,RED,Grandmaster,48,49,8,7,1,1,4,3,3,0,0,1,2,1,3071,0
EUW1_7707987633,1935,2026-01-30 02:44:21.000,16.2.741.3171,RED,Master,38,28,2,7,0,1,3,2,3,0,0,1,1,1,-4206,135
EUW1_7707988146,1555,2026-01-30 03:01:59.000,16.2.741.3171,RED,Diamond,16,36,7,0,1,0,0,4,3,0,1,0,0,1,11986,55
EUW1_7707988985,1806,2026-01-30 02:58:25.000,16.2.741.3171,RED,Master,29,38,9,5,1,0,0,4,0,3,0,0,0,1,5403,6
EUW1_7707989916,1916,2026-01-30 02:58:47.000,16.2.741.3171,BLUE,Master,30,25,5,4,0,0,2,3,3,0,1,0,1,1,2757,116
EUW1_7707990030,1355,2026-01-30 03:02:19.000,16.2.741.3171,BLUE,Master,21,20,2,5,0,0,1,2,3,0,1,0,0,0,4080,155
EUW1_7707990187,1203,2026-01-30 03:07:35.000,16.2.741.3171,BLUE,Master,27,5,1,10,0,2,1,0,3,0,1,0,0,0,17182,3
EUW1_7707990330,2150,2026-01-30 03:11:48.000,16.2.741.3171,BLUE,Master,30,36,4,7,0,0,2,3,2,1,1,0,1,1,3921,50
EUW1_7707990725,1389,2026-01-30 02:53:05.000,16.2.741.3171,RED,Master,17,22,6,0,0,0,1,2,0,3,0,1,0,0,4607,189
EUW1_7707990833,1660,2026-01-30 02:57:17.000,16.2.741.3171,BLUE,Diamond,27,18,2,7,0,0,4,0,0,3,1,0,1,0,9039,160
EUW1_7707991558,1571,2026-01-30 02:50:04.000,16.2.741.3171,RED,Master,22,42,6,2,0,0,1,3,0,3,0,1,1,0,9394,71
EUW1_7707992489,1620,2026-01-30 02:53:51.000,16.2.741.3171,BLUE,Diamond,34,28,3,8,0,2,3,1,0,3,1,0,1,0,4600,120
EUW1_7707992585,1668,2026-01-30 02:57:09.000,16.2.741.3171,RED,Master,20,26,6,3,0,0,0,4,0,3,0,1,0,0,6930,168
EUW1_7707993174,1313,2026-01-30 03:17:03.000,16.2.741.3171,RED,Master,8,16,5,1,0,0,0,2,1,2,0,1,0,0,7302,113
EUW1_7707993290,1144,2026-01-30 03:20:59.000,16.2.741.3171,BLUE,Master,25,9,0,3,0,0,1,1,2,1,1,0,0,0,10985,0
EUW1_7707993580,2351,2026-01-30 02:59:35.000,16.2.741.3171,BLUE,Master,54,46,7,11,0,3,3,3,3,0,0,1,2,1,5558,0
EUW1_7707993681,1478,2026-01-30 03:02:36.000,16.2.741.3171,BLUE,Master,36,10,1,9,0,2,4,0,3,0,1,0,1,0,15725,0
EUW1_7707994070,1698,2026-01-30 03:15:07.000,16.2.741.3171,RED,Master,24,18,5,5,0,1,1,2,3,0,0,1,0,1,-1284,198
EUW1_7707994087,2017,2026-01-30 03:15:48.000,16.2.741.3171,BLUE,Silver,29,30,3,6,0,0,1,3,3,0,1,0,1,0,6292,217
EUW1_7707994685,1555,2026-01-30 03:11:04.000,16.2.741.3171,BLUE,Master,37,16,3,9,0,1,2,1,2,1,1,0,1,0,10880,55
EUW1_7707994882,1543,2026-01-30 03:17:30.000,16.2.741.3171,BLUE,Master,30,18,0,5,0,0,2,2,3,0,1,0,1,0,10422,43
EUW1_7707995040,1625,2026-01-30 03:22:50.000,16.2.741.3171,BLUE,Diamond,34,25,4,6,0,1,2,1,1,2,1,0,1,0,4433,125
EUW1_7707995135,2466,2026-01-30 03:25:49.000,16.2.741.3171,RED,Master,34,47,10,3,3,0,1,5,3,0,1,0,1,2,4464,66
EUW1_7707995581,1823,2026-01-30 03:09:38.000,16.2.741.3171,BLUE,Master,45,27,4,8,0,2,3,2,0,3,1,0,2,0,7378,23
EUW1_7707995626,1789,2026-01-30 03:11:35.000,16.2.741.3171,BLUE,Master,46,23,4,11,0,3,4,0,1,2,0,1,0,1,9838,0
EUW1_7707996078,1443,2026-01-30 03:27:34.000,16.2.741.3171,BLUE,Master,32,13,2,10,0,1,2,2,3,0,1,0,1,0,11745,0
EUW1_7707996129,1463,2026-01-30 03:29:16.000,16.2.741.3171,RED,Master,7,29,10,2,2,0,0,3,3,0,0,1,0,1,15921,0
EUW1_7707996216,2562,2026-01-30 03:32:38.000,16.2.741.3171,RED,Master,44,48,8,6,2,1,4,3,3,0,0,1,0,3,1996,162
EUW1_7707996262,1336,2026-01-30 03:34:03.000,16.2.741.3171,BLUE,Diamond,20,9,0,4,0,0,3,0,3,0,1,0,0,0,7972,136
EUW1_7707996854,2121,2026-01-30 03:23:48.000,16.2.741.3171,BLUE,Master,36,25,3,10,0,2,2,3,3,0,1,0,2,0,8222,21
EUW1_7707997187,1553,2026-01-30 03:36:38.000,16.2.741.3171,BLUE,Master,27,32,3,4,0,0,2,1,3,0,0,0,1,0,3406,53
EUW1_7707997517,1915,2026-01-30 03:13:35.000,16.2.741.3171,BLUE,Master,35,39,7,4,1,0,1,3,2,1,1,0,1,0,1783,115
EUW1_7707997655,1780,2026-01-30 03:18:09.000,16.2.741.3171,RED,Emerald,37,48,11,3,3,0,1,3,0,3,1,0,0,2,6892,0
EUW1_7707997695,1293,2026-01-30 03:19:24.000,16.2.741.3171,BLUE,Master,29,13,1,5,0,0,3,0,1,2,1,0,0,0,10005,93
EUW1_7707997829,1667,2026-01-30 03:23:46.000,16.2.741.3171,BLUE,Platinum,29,15,4,7,0,1,3,0,1,2,1,0,1,0,2433,167
EUW1_7707998251,1862,2026-01-30 03:39:59.000,16.2.741.3171,RED,Master,41,23,3,6,0,0,4,0,0,3,1,0,0,1,-2062,62
EUW1_7707998368,1731,2026-01-30 03:44:27.000,16.2.741.3171,RED,Master,28,34,4,4,0,0,0,3,3,0,0,1,0,1,6534,231
EUW1_7707998482,2432,2026-01-30 03:14:57.000,16.2.741.3171,RED,Master,25,38,7,9,1,2,2,4,3,0,0,1,1,2,4133,32
EUW1_7707998491,1944,2026-01-30 03:15:04.000,16.2.741.3171,BLUE,Master,29,25,4,5,0,0,4,0,0,3,0,0,0,1,-2887,144
EUW1_7707999058,1652,2026-01-30 03:35:11.000,16.2.741.3171,BLUE,Diamond,41,16,3,7,0,1,4,0,1,2,1,0,0,0,10637,152
EUW1_7707999246,2380,2026-01-30 03:42:45.000,16.2.741.3171,BLUE,Master,42,34,6,11,0,3,3,3,1,2,1,0,2,1,6186,0
EUW1_7707999364,1614,2026-01-30 03:47:32.000,16.2.741.3171,BLUE,Master,25,21,3,4,0,0,2,2,0,3,1,0,1,0,6026,114
EUW1_7707999639,1321,2026-01-30 03:21:44.000,16.2.741.3171,BLUE,Master,31,14,0,8,0,1,2,0,0,3,1,0,0,0,13086,121
EUW1_7707999889,1982,2026-01-30 03:32:16.000,16.2.741.3171,BLUE,Diamond,45,36,2,7,0,0,3,1,3,0,1,0,1,0,3907,182
EUW1_7707999937,926,2026-01-30 03:34:16.000,16.2.741.3171,RED,Master,9,15,2,1,0,0,0,1,3,0,0,0,0,0,1590,26
EUW1_7708000724,1648,2026-01-30 03:27:47.000,16.2.741.3171,RED,Master,19,33,4,3,0,0,0,3,2,1,0,1,0,1,4315,148
EUW1_7708000966,1487,2026-01-30 03:37:23.000,16.2.741.3171,BLUE,Master,26,10,4,9,0,1,3,0,3,0,1,0,1,0,6706,0
EUW1_7708001161,2347,2026-01-30 03:44:27.000,16.2.741.3171,RED,Grandmaster,31,46,9,7,1,0,3,3,3,0,1,0,3,0,4899,0
EUW1_7708001546,915,2026-01-30 03:23:53.000,16.2.741.3171,BLUE,Diamond,25,8,0,3,0,0,1,0,0,3,0,0,0,0,9928,15
EUW1_7708003076,2004,2026-01-30 03:50:34.000,16.2.741.3171,RED,Master,29,33,6,4,0,0,1,3,3,0,1,0,1,1,8359,204
EUW1_7708003586,2111,2026-01-30 03:34:32.000,16.2.741.3171,BLUE,Master,48,32,4,10,0,1,3,2,0,3,1,0,1,2,4485,11
EUW1_7708004188,1807,2026-01-30 03:59:11.000,16.2.741.3171,RED,Master,34,35,9,4,1,0,0,3,3,0,1,0,1,1,7194,7
EUW1_7708004540,1932,2026-01-30 03:40:53.000,16.2.741.3171,BLUE,Emerald,28,34,5,5,0,0,0,4,1,2,1,0,1,0,-1328,132
EUW1_7708004811,2038,2026-01-30 03:51:44.000,16.2.741.3171,RED,Master,37,26,6,4,0,0,3,1,1,2,1,0,0,1,-2680,238
EUW1_7708004990,2135,2026-01-30 04:00:24.000,16.2.741.3171,BLUE,Master,39,23,3,8,0,0,4,1,0,3,1,0,2,0,11450,35
EUW1_7708005090,1776,2026-01-30 04:05:23.000,16.2.741.3171,RED,Diamond,17,25,11,2,2,0,0,4,0,3,0,1,0,2,11846,0
EUW1_7708006029,1403,2026-01-30 04:08:33.000,16.2.741.3171,BLUE,Master,30,13,0,5,0,0,3,0,3,0,1,0,0,0,10369,203
EUW1_7708006304,1367,2026-01-30 04:21:41.000,16.2.741.3171,RED,Master,19,16,4,1,0,0,0,3,1,2,0,0,0,0,803,167
EUW1_7708006443,1463,2026-01-30 04:30:30.000,16.2.741.3171,RED,Diamond,20,34,9,1,1,0,2,2,0,3,0,1,0,1,10084,0
EUW1_7708006542,914,2026-01-30 03:49:59.000,16.2.741.3171,RED,Master,11,25,2,0,0,0,0,1,0,3,0,0,0,0,7321,14
EUW1_7708006867,1691,2026-01-30 04:04:05.000,16.2.741.3171,RED,Master,13,26,6,2,0,0,1,3,3,0,0,1,0,1,8196,191
EUW1_7708006886,911,2026-01-30 04:04:47.000,16.2.741.3171,BLUE,Diamond,15,1,0,3,0,0,2,0,3,0,0,0,0,0,10396,11
EUW1_7708007002,1608,2026-01-30 04:10:51.000,16.2.741.3171,RED,Master,19,25,5,3,0,0,3,1,3,0,0,1,0,1,2817,108
EUW1_7708007049,2304,2026-01-30 04:12:16.000,16.2.741.3171,RED,Silver,51,41,5,9,0,2,0,4,2,1,1,0,2,0,2807,204
EUW1_7708007124,1555,2026-01-30 04:16:34.000,16.2.741.3171,RED,Master,27,31,8,4,1,0,1,3,0,3,1,0,0,1,10334,55
EUW1_7708007203,1910,2026-01-30 04:21:07.000,16.2.741.3171,BLUE,Master,34,30,6,5,1,0,4,0,0,3,1,0,1,0,-255,110
EUW1_7708007494,1707,2026-01-30 03:49:42.000,16.2.741.3171,RED,Master,22,34,8,2,2,0,1,2,3,0,0,1,0,1,9048,207
EUW1_7708007586,1804,2026-01-30 03:52:58.000,16.2.741.3171,BLUE,Master,44,22,6,8,1,3,2,3,0,3,1,0,1,0,8802,4
EUW1_7708007633,932,2026-01-30 03:54:29.000,16.2.741.3171,RED,Master,5,16,3,0,0,0,1,0,0,3,0,0,0,0,7939,32
EUW1_7708007998,1277,2026-01-30 04:12:07.000,16.2.741.3171,RED,Diamond,26,27,2,2,0,0,0,1,3,0,1,0,0,0,1057,77
EUW1_7708008412,1157,2026-01-30 04:34:46.000,16.2.741.3171,RED,Master,15,28,5,2,0,0,0,3,1,2,0,1,0,0,7119,0
EUW1_7708008474,1997,2026-01-30 03:52:41.000,16.2.741.3171,RED,Master,23,33,5,4,0,0,0,4,0,3,1,0,0,1,781,197
EUW1_7708008529,1866,2026-01-30 03:55:44.000,16.2.741.3171,RED,Diamond,37,39,5,5,0,0,2,3,0,3,1,0,0,1,2679,66
EUW1_7708008971,1688,2026-01-30 04:16:33.000,16.2.741.3171,RED,Diamond,16,34,6,3,0,0,0,4,3,0,1,0,0,1,7146,188
EUW1_7708009238,1273,2026-01-30 04:30:02.000,16.2.741.3171,RED,Master,6,16,8,0,1,0,0,2,0,3,0,1,0,0,11251,73
EUW1_7708009425,2022,2026-01-30 04:40:57.000,16.2.741.3171,RED,Diamond,12,18,8,3,1,0,0,4,1,2,1,0,0,1,4001,222
EUW1_7708009847,2076,2026-01-30 04:16:25.000,16.2.741.3171,BLUE,Diamond,43,38,6,7,0,1,1,4,3,0,0,1,1,1,6350,0
EUW1_7708010211,1816,2026-01-30 04:35:51.000,16.2.741.3171,BLUE,Master,36,16,4,7,0,1,2,2,3,0,0,1,1,0,4818,16
EUW1_7708010308,1336,2026-01-30 04:40:23.000,16.2.741.3171,BLUE,Master,24,17,0,4,0,0,1,1,3,0,1,0,0,0,5962,136
EUW1_7708010514,1871,2026-01-30 03:59:30.000,16.2.741.3171,BLUE,Master,38,36,1,13,0,5,2,0,2,1,0,0,2,0,5545,71
EUW1_7708011043,1519,2026-01-30 04:25:51.000,16.2.741.3171,BLUE,Challenger,29,12,3,8,0,2,4,0,3,0,1,0,1,0,10882,19
EUW1_7708011539,944,2026-01-30 04:05:13.000,16.2.741.3171,BLUE,Master,21,7,0,1,0,0,1,1,0,3,0,0,0,0,5791,44
EUW1_7708011713,1798,2026-01-30 04:13:27.000,16.2.741.3171,BLUE,Master,48,32,3,12,0,4,2,2,1,2,1,0,1,0,11252,0
EUW1_7708011813,1846,2026-01-30 04:18:05.000,16.2.741.3171,BLUE,Grandmaster,40,28,2,8,0,1,3,1,3,0,1,0,1,0,5534,46
EUW1_7708011836,1336,2026-01-30 04:19:06.000,16.2.741.3171,RED,Master,9,23,6,0,0,0,0,3,0,3,0,1,0,0,12733,136
EUW1_7708011941,1597,2026-01-30 04:25:03.000,16.2.741.3171,RED,Master,21,37,8,3,1,0,0,3,3,0,0,1,0,0,9606,97
EUW1_7708012386,1473,2026-01-30 04:49:48.000,16.2.741.3171,BLUE,Master,37,20,2,10,0,2,2,1,0,3,1,0,1,0,8809,0
EUW1_7708012587,1508,2026-01-30 04:14:08.000,16.2.741.3171,BLUE,Master,27,24,1,9,0,1,1,3,3,0,0,0,0,0,11023,8
EUW1_7708013921,1816,2026-01-30 04:38:10.000,16.2.741.3171,BLUE,Diamond,32,25,6,6,0,1,3,1,0,3,0,1,0,1,-833,16
EUW1_7708014137,1469,2026-01-30 04:49:56.000,16.2.741.3171,RED,Master,23,22,9,5,1,0,2,1,0,3,0,1,0,1,5008,0
EUW1_7708014299,1904,2026-01-30 04:57:53.000,16.2.741.3171,RED,Master,26,32,8,4,1,0,1,4,3,0,0,1,0,1,1700,104
EUW1_7708014642,1675,2026-01-30 04:31:29.000,16.2.741.3171,RED,Diamond,12,23,6,1,0,0,0,3,3,0,1,0,0,1,10987,175
EUW1_7708014864,1501,2026-01-30 04:42:43.000,16.2.741.3171,BLUE,Master,44,34,3,8,0,1,2,1,2,1,1,0,1,0,6712,1
EUW1_7708015052,1834,2026-01-30 04:53:12.000,16.2.741.3171,RED,Master,27,38,5,5,0,0,3,1,3,0,1,0,0,1,8176,34
EUW1_7708015092,2329,2026-01-30 04:55:26.000,16.2.741.3171,RED,Grandmaster,34,27,6,5,0,0,4,0,0,3,0,1,0,1,1926,229
EUW1_7708015526,1919,2026-01-30 04:26:36.000,16.2.741.3171,BLUE,Diamond,41,38,5,3,0,0,3,1,0,3,0,1,0,1,1921,119
EUW1_7708015658,1756,2026-01-30 04:33:27.000,16.2.741.3171,RED,Master,17,25,8,5,2,0,0,5,3,0,0,1,0,2,7251,0
EUW1_7708015744,926,2026-01-30 04:38:43.000,16.2.741.3171,RED,Master,14,33,5,0,0,0,0,1,0,3,0,0,0,0,10131,26
EUW1_7708016771,1818,2026-01-30 04:48:46.000,16.2.741.3171,BLUE,Master,39,23,1,8,0,1,4,1,0,3,0,0,0,1,8978,18
EUW1_7708016839,2003,2026-01-30 04:52:20.000,16.2.741.3171,RED,Master,28,37,7,4,0,0,1,4,0,3,0,1,1,0,4731,203
EUW1_7708017057,1984,2026-01-30 05:04:55.000,16.2.741.3171,RED,Master,39,31,4,5,0,0,1,3,3,0,0,0,1,0,-3224,184
EUW1_7708017177,1744,2026-01-30 05:12:39.000,16.2.741.3171,RED,Master,9,31,10,4,2,0,1,4,3,0,0,1,0,1,10109,0
EUW1_7708017347,1707,2026-01-30 05:22:30.000,16.2.741.3171,RED,Master,23,28,7,3,0,0,0,3,3,0,0,0,0,1,3188,207
EUW1_7708017691,1737,2026-01-30 04:46:58.000,16.2.741.3171,RED,Master,17,17,3,3,0,0,2,2,3,0,0,1,0,1,671,237
EUW1_7708017841,1592,2026-01-30 04:54:22.000,16.2.741.3171,BLUE,Master,20,27,4,5,0,0,1,1,1,2,1,0,1,0,1041,92
EUW1_7708018044,1771,2026-01-30 05:05:38.000,16.2.741.3171,BLUE,Emerald,43,31,4,10,0,2,2,2,0,3,1,0,1,0,8837,0
EUW1_7708018269,911,2026-01-30 05:19:37.000,16.2.741.3171,BLUE,Master,24,6,0,5,0,0,2,0,0,3,0,0,0,0,13307,11
EUW1_7708018791,1719,2026-01-30 04:56:52.000,16.2.741.3171,RED,Master,39,32,3,4,0,0,2,1,3,0,1,0,1,0,1562,219
EUW1_7708019056,1777,2026-01-30 05:12:12.000,16.2.741.3171,RED,Master,38,32,8,5,1,0,1,3,3,0,0,1,0,1,3628,0
EUW1_7708019170,1641,2026-01-30 05:19:39.000,16.2.741.3171,BLUE,Master,26,24,3,4,0,0,4,0,3,0,1,0,0,0,2215,141
EUW1_7708019538,1835,2026-01-30 04:47:09.000,16.2.741.3171,RED,Diamond,27,38,6,4,1,0,2,2,0,3,1,0,0,1,6876,35
EUW1_7708020642,1579,2026-01-30 04:58:51.000,16.2.741.3171,BLUE,Master,25,19,2,9,0,1,2,1,0,3,1,0,1,0,8150,79
EUW1_7708020682,1686,2026-01-30 05:00:52.000,16.2.741.3171,RED,Master,15,23,5,3,0,0,0,4,0,3,1,0,0,1,5577,186
EUW1_7708020697,1954,2026-01-30 05:02:10.000,16.2.741.3171,RED,Diamond,8,17,8,3,2,0,0,4,0,3,0,1,0,1,6951,154
EUW1_7708020820,1496,2026-01-30 05:09:31.000,16.2.741.3171,BLUE,Master,39,25,2,7,0,1,4,0,1,2,1,0,1,0,15746,0
EUW1_7708020906,1617,2026-01-30 05:14:03.000,16.2.741.3171,BLUE,Master,36,16,2,7,0,2,2,1,1,2,1,0,1,0,10054,117
EUW1_7708021128,1833,2026-01-30 05:27:21.000,16.2.741.3171,BLUE,Silver,39,13,2,8,0,2,4,0,0,3,0,1,0,0,13051,33
EUW1_7708021163,1536,2026-01-30 05:30:11.000,16.2.741.3171,RED,Master,15,35,7,2,2,0,0,4,3,0,0,1,0,1,10283,36
EUW1_7708022032,1528,2026-01-30 05:20:48.000,16.2.741.3171,BLUE,Master,37,15,0,9,0,1,2,1,3,0,1,0,1,0,16425,28
EUW1_7708022310,1593,2026-01-30 05:37:25.000,16.2.741.3171,RED,Master,12,32,4,3,0,0,0,3,3,0,0,1,0,1,5191,93
EUW1_7708022503,1927,2026-01-30 04:55:56.000,16.2.741.3171,RED,Master,35,33,7,4,1,0,3,2,3,0,1,0,0,1,2666,127
EUW1_7708022568,1658,2026-01-30 05:00:18.000,16.2.741.3171,RED,Diamond,27,44,7,4,1,0,0,3,3,0,0,0,0,1,10145,158
EUW1_7708022995,2074,2026-01-30 05:24:39.000,16.2.741.3171,BLUE,Master,35,29,6,8,0,2,3,2,0,3,1,0,2,0,3489,0
EUW1_7708023061,994,2026-01-30 05:28:51.000,16.2.741.3171,BLUE,Master,18,5,0,2,0,0,0,1,3,0,0,0,0,0,4635,94
EUW1_7708023084,2330,2026-01-30 05:30:46.000,16.2.741.3171,RED,Diamond,25,55,7,4,1,0,1,4,0,3,0,1,0,2,8812,230
EUW1_7708023255,2135,2026-01-30 05:40:28.000,16.2.741.3171,BLUE,Master,31,23,7,4,0,0,2,3,3,0,1,0,1,1,3549,35
EUW1_7708024683,1991,2026-01-30 05:16:25.000,16.2.741.3171,RED,Master,40,26,5,9,0,2,4,0,0,3,0,1,0,1,-487,191
EUW1_7708024978,1539,2026-01-30 05:33:43.000,16.2.741.3171,RED,Master,19,33,6,3,0,0,1,2,2,1,0,1,0,1,5279,39
EUW1_7708025169,2112,2026-01-30 05:44:31.000,16.2.741.3171,RED,Diamond,54,46,7,8,1,0,2,3,3,0,1,0,1,1,2591,12
EUW1_7708025268,2095,2026-01-30 05:50:02.000,16.2.741.3171,RED,Diamond,38,47,10,6,2,0,2,3,3,0,0,1,1,1,2915,0
EUW1_7708025582,1839,2026-01-30 05:14:33.000,16.2.741.3171,RED,Master,25,32,9,3,2,0,0,5,1,2,0,1,0,2,7193,39
EUW1_7708025822,1276,2026-01-30 05:28:33.000,16.2.741.3171,BLUE,Master,28,9,0,6,0,0,2,1,3,0,1,0,0,0,14416,76
EUW1_7708025940,1695,2026-01-30 05:35:35.000,16.2.741.3171,RED,Master,17,36,8,2,1,0,0,4,1,2,0,1,0,1,7936,195
EUW1_7708026129,1664,2026-01-30 05:46:47.000,16.2.741.3171,RED,Master,14,18,7,2,0,0,0,3,3,0,0,1,0,1,7307,164
EUW1_7708026384,1439,2026-01-30 06:03:06.000,16.2.741.3171,RED,Master,10,30,5,0,0,0,0,2,3,0,0,1,0,0,9617,239
EUW1_7708026418,1132,2026-01-30 06:04:32.000,16.2.741.3171,BLUE,Master,17,9,0,3,0,0,2,0,2,1,0,0,0,0,8372,232
EUW1_7708026872,1711,2026-01-30 05:53:51.000,16.2.741.3171,RED,Master,12,21,5,3,0,0,0,4,0,3,0,1,0,1,3749,211
EUW1_7708027344,1648,2026-01-30 06:21:12.000,16.2.741.3171,RED,Master,31,23,4,7,0,0,2,1,3,0,1,0,1,0,-4073,148
EUW1_7708028674,1357,2026-01-30 05:49:31.000,16.2.741.3171,RED,Master,14,30,5,1,0,0,1,1,0,3,0,0,0,0,8647,157
EUW1_7708029332,1194,2026-01-30 06:26:56.000,16.2.741.3171,BLUE,Master,23,14,3,1,0,0,2,0,3,0,0,0,0,0,-1457,0
EUW1_7708029374,1757,2026-01-30 06:29:30.000,16.2.741.3171,RED,Master,23,47,12,3,3,0,1,3,3,0,1,0,0,2,10321,0
EUW1_7708029563,1545,2026-01-30 05:48:43.000,16.2.741.3171,RED,Master,13,22,6,4,1,0,1,2,3,0,0,1,0,1,7015,45
EUW1_7708029878,1639,2026-01-30 06:07:25.000,16.2.741.3171,RED,Master,21,36,7,1,1,0,1,3,0,3,0,1,0,0,13356,139
